CustomerID,Age,Gender,Region,Occupation,NetworkType,ServiceProvider,PlanType,PlanCost,ContractLength,CallMinutesPerMonth,DataUsagePerMonth(GB),TextMessagesPerMonth,InternationalCallMinutes,ChurnStatus,CustomerSatisfaction,ComplaintsLodged,PromotionsAvailed,MonthlyCharges,TotalRevenue,PaymentMethod,DeviceType,NumberOfSIMs,RoamingStatus,LoyaltyProgramParticipation,ReferralProgramParticipation
1738,26,Female,Urban,Working Professional,5G,Airtel,Postpaid,312,12,1795,21.39,465,56,No,5,Yes,Yes,2242,48217,UPI,Basic Phone,1,No,No,No
1739,25,Male,Urban,Unemployed,5G,Airtel,Prepaid,129,24,1164,19.29,122,52,Yes,3,No,Yes,354,61751,Net Banking,Tablet,2,No,Yes,Yes
1740,60,Female,Rural,Housewife,4G,Jio,Prepaid,1054,12,2417,11.79,235,97,No,5,No,Yes,3355,48864,UPI,Basic Phone,3,Yes,No,Yes
1741,33,Male,Urban,Student,4G,Airtel,Postpaid,1887,6,499,20.65,126,53,No,4,No,Yes,3458,59560,Credit Card,Smartphone,1,No,Yes,No
1742,22,Female,Urban,Working Professional,5G,Vodafone,Prepaid,1205,6,2362,17.03,452,42,No,4,No,No,703,1750,Credit Card,Tablet,3,No,Yes,Yes
1743,57,Female,Rural,Student,5G,Jio,Postpaid,354,12,2558,20.33,376,94,Yes,1,No,No,2444,92544,Debit Card,Tablet,1,No,Yes,No
1744,44,Male,Rural,Student,4G,Airtel,Prepaid,1566,12,1929,46.77,334,86,Yes,3,No,No,1050,62752,Debit Card,Smartphone,2,No,No,Yes
1745,37,Male,Rural,Working Professional,4G,Jio,Prepaid,362,6,64,4.23,418,51,Yes,3,Yes,Yes,4806,1936,Debit Card,Tablet,1,No,Yes,Yes
1746,20,Female,Urban,Working Professional,5G,Jio,Prepaid,549,0,2009,16.48,475,66,No,3,Yes,Yes,523,17229,Credit Card,Smartphone,3,Yes,Yes,Yes
1747,66,Male,Rural,Unemployed,4G,Vodafone,Prepaid,1020,12,1544,32.63,176,98,No,4,Yes,Yes,2596,92941,Debit Card,Tablet,2,Yes,No,Yes
1748,61,Male,Rural,Unemployed,4G,Jio,Prepaid,1874,24,1187,46.42,256,70,Yes,2,No,No,1509,78065,Debit Card,Tablet,3,Yes,Yes,Yes
1749,53,Male,Rural,Working Professional,4G,Airtel,Prepaid,577,24,2366,31.87,289,18,No,4,No,Yes,175,75770,Net Banking,Tablet,2,Yes,Yes,Yes
1750,51,Female,Rural,Working Professional,4G,Jio,Prepaid,1214,12,2143,28.94,336,39,No,4,Yes,No,4761,13822,Credit Card,Basic Phone,1,No,Yes,Yes
1751,24,Female,Urban,Student,5G,Airtel,Postpaid,1480,6,2238,36.05,380,77,No,3,Yes,No,2268,18232,Debit Card,Tablet,2,No,Yes,No
1752,23,Male,Urban,Unemployed,5G,Jio,Postpaid,697,6,2552,14.18,42,88,No,3,No,Yes,2204,38938,Debit Card,Tablet,1,No,Yes,Yes
1753,64,Male,Rural,Unemployed,4G,Vodafone,Prepaid,783,6,549,39.6,74,48,No,4,Yes,No,809,89604,Debit Card,Tablet,3,No,Yes,Yes
1754,63,Female,Rural,Student,5G,Vodafone,Prepaid,765,0,161,46.85,322,3,Yes,3,Yes,Yes,1967,16574,Credit Card,Smartphone,2,Yes,Yes,No
1755,27,Male,Urban,Working Professional,4G,Jio,Prepaid,1427,12,807,42.4,35,95,Yes,1,No,Yes,4076,27415,Net Banking,Smartphone,1,Yes,No,No
1756,25,Female,Urban,Student,4G,Vodafone,Postpaid,905,0,598,42.51,277,69,Yes,2,Yes,No,2910,8981,UPI,Basic Phone,1,No,Yes,Yes
1757,55,Female,Rural,Retired,4G,Jio,Prepaid,1637,6,913,3.71,437,93,No,4,Yes,Yes,3710,87157,Net Banking,Smartphone,3,No,Yes,Yes
1758,59,Male,Rural,Student,4G,Airtel,Postpaid,1045,6,389,23.41,455,28,No,3,Yes,No,1195,23933,Net Banking,Smartphone,3,No,No,Yes
1759,67,Female,Rural,Working Professional,4G,Vodafone,Postpaid,1553,0,1813,39.69,95,77,No,5,No,Yes,4382,1040,UPI,Smartphone,2,No,Yes,No
1760,57,Male,Rural,Working Professional,4G,Airtel,Prepaid,1938,12,465,1.28,91,61,No,3,Yes,Yes,747,98788,UPI,Smartphone,1,Yes,No,Yes
1761,27,Female,Urban,Housewife,5G,Airtel,Postpaid,1732,6,571,18.88,336,24,No,3,Yes,Yes,3617,89610,Net Banking,Tablet,2,No,Yes,Yes
1762,37,Female,Rural,Working Professional,4G,Vodafone,Postpaid,1362,6,394,21.47,84,28,No,5,Yes,No,4836,61336,Net Banking,Smartphone,2,Yes,No,Yes
1763,68,Female,Rural,Housewife,4G,Vodafone,Postpaid,1989,0,2730,41.89,85,20,No,3,Yes,Yes,1322,85644,Credit Card,Smartphone,3,No,No,No
1764,30,Female,Urban,Housewife,4G,Airtel,Prepaid,151,6,2879,38.16,164,16,No,5,Yes,Yes,3432,78219,Net Banking,Smartphone,3,Yes,Yes,Yes
1765,52,Female,Rural,Working Professional,4G,Airtel,Prepaid,751,24,906,7.77,87,53,No,4,No,No,452,71165,UPI,Smartphone,3,Yes,No,Yes
1766,51,Male,Rural,Working Professional,4G,Airtel,Prepaid,1233,0,877,2.62,237,66,No,4,Yes,Yes,1636,26565,Net Banking,Smartphone,3,No,No,No
1767,46,Female,Rural,Housewife,4G,Airtel,Prepaid,1986,12,616,29.98,201,3,No,4,Yes,No,2566,51838,Net Banking,Smartphone,3,Yes,No,No
1768,27,Female,Urban,Working Professional,4G,Airtel,Postpaid,711,0,1938,19.09,478,97,No,4,No,Yes,1030,74320,Credit Card,Tablet,2,Yes,Yes,No
1769,35,Male,Urban,Working Professional,5G,Airtel,Postpaid,1217,24,584,27.34,475,48,No,3,Yes,Yes,2054,90528,Debit Card,Tablet,3,Yes,Yes,Yes
1770,22,Male,Urban,Working Professional,5G,Airtel,Prepaid,332,24,374,4.17,476,41,No,4,No,No,1870,22197,Credit Card,Smartphone,2,Yes,No,No
1771,52,Male,Rural,Working Professional,4G,Jio,Prepaid,898,24,1295,22.73,145,82,Yes,3,No,Yes,2257,96453,UPI,Tablet,3,Yes,No,Yes
1772,18,Male,Urban,Unemployed,4G,Vodafone,Postpaid,701,24,2088,25.41,218,60,No,4,Yes,No,3864,49707,UPI,Basic Phone,3,No,No,Yes
1773,27,Female,Urban,Working Professional,5G,Airtel,Postpaid,1079,0,1478,31.83,419,81,Yes,3,No,No,3861,31608,Net Banking,Tablet,1,No,Yes,No
1774,39,Male,Rural,Working Professional,4G,Airtel,Prepaid,851,24,650,10.55,216,69,No,3,Yes,No,4894,63201,Credit Card,Basic Phone,1,Yes,Yes,No
1775,20,Female,Urban,Working Professional,5G,Jio,Postpaid,1803,6,917,4.79,17,96,No,5,No,Yes,2542,97080,Net Banking,Smartphone,1,Yes,Yes,No
1776,31,Female,Urban,Unemployed,5G,Jio,Prepaid,892,6,2231,46.1,464,8,Yes,3,Yes,Yes,3663,42684,Credit Card,Tablet,2,Yes,Yes,Yes
1777,33,Female,Urban,Unemployed,5G,Airtel,Prepaid,675,24,856,27.34,43,9,No,3,No,No,1456,8020,Net Banking,Basic Phone,2,Yes,Yes,Yes
1778,46,Male,Rural,Working Professional,4G,Jio,Prepaid,1984,24,1923,7.38,370,92,No,3,No,No,3100,20492,UPI,Tablet,3,No,No,No
1779,23,Male,Urban,Working Professional,5G,Vodafone,Prepaid,1941,24,1203,34.98,184,62,No,3,No,Yes,4448,17662,Net Banking,Basic Phone,2,No,Yes,No
1780,24,Male,Urban,Working Professional,4G,Jio,Prepaid,1447,12,102,8.55,141,41,No,5,No,No,506,95841,Net Banking,Basic Phone,2,No,Yes,No
1781,31,Male,Urban,Retired,4G,Airtel,Postpaid,619,0,951,12.38,155,20,No,3,Yes,No,2032,23736,Net Banking,Smartphone,2,Yes,Yes,Yes
1782,26,Female,Urban,Working Professional,5G,Airtel,Prepaid,1044,6,147,42.04,304,16,No,3,No,Yes,1834,50877,UPI,Smartphone,1,No,No,No
1783,25,Male,Urban,Working Professional,4G,Vodafone,Postpaid,441,24,2205,37.05,305,33,Yes,1,Yes,No,4307,49147,Credit Card,Tablet,1,No,No,Yes
1784,26,Male,Urban,Unemployed,5G,Jio,Postpaid,735,0,2706,1.2,74,89,No,5,Yes,No,4834,41902,Credit Card,Basic Phone,2,Yes,Yes,Yes
1785,36,Male,Rural,Unemployed,4G,Vodafone,Prepaid,587,12,1010,14.54,203,32,No,3,Yes,Yes,1929,55283,Net Banking,Tablet,1,No,No,No
1786,33,Female,Urban,Working Professional,5G,Airtel,Postpaid,915,12,968,24.93,391,24,No,5,Yes,No,4426,15047,Debit Card,Smartphone,1,Yes,Yes,Yes
1787,24,Male,Urban,Working Professional,5G,Airtel,Postpaid,1954,12,2290,47.69,420,36,No,3,Yes,Yes,1786,26906,Credit Card,Tablet,2,No,Yes,No
1788,24,Female,Urban,Working Professional,5G,Jio,Postpaid,543,6,2258,20.06,374,96,No,5,Yes,Yes,2120,89458,UPI,Basic Phone,1,No,No,No
1789,59,Male,Rural,Working Professional,4G,Vodafone,Prepaid,878,0,788,4.13,229,75,No,3,Yes,Yes,4321,10879,Credit Card,Tablet,1,Yes,No,No
1790,19,Male,Urban,Working Professional,5G,Jio,Postpaid,1342,24,2194,17.72,321,90,No,5,Yes,Yes,3691,60148,Credit Card,Smartphone,3,Yes,No,No
1791,63,Male,Rural,Working Professional,5G,Vodafone,Prepaid,539,6,1262,3.01,479,27,No,5,No,Yes,4632,79644,UPI,Smartphone,3,Yes,No,No
1792,41,Female,Rural,Working Professional,4G,Airtel,Prepaid,688,0,1301,43.99,83,93,Yes,1,Yes,No,3708,17365,Net Banking,Smartphone,3,No,No,No
1793,24,Male,Urban,Working Professional,5G,Vodafone,Postpaid,759,6,2641,38.1,289,0,No,3,Yes,Yes,4697,27314,Net Banking,Tablet,2,No,No,Yes
1794,64,Female,Rural,Retired,5G,Airtel,Prepaid,635,6,755,35.01,23,99,No,3,Yes,Yes,2802,25248,Net Banking,Basic Phone,3,Yes,Yes,No
1795,26,Female,Urban,Unemployed,4G,Vodafone,Postpaid,878,24,1556,18.92,372,94,Yes,3,Yes,Yes,2024,97037,Net Banking,Tablet,1,No,Yes,No
1796,63,Female,Rural,Unemployed,4G,Jio,Postpaid,117,0,2734,47.15,226,28,Yes,2,No,Yes,1624,41836,Debit Card,Smartphone,3,Yes,Yes,No
1797,65,Female,Rural,Working Professional,4G,Airtel,Prepaid,1799,24,2655,49.06,189,50,No,4,No,Yes,3730,6073,Debit Card,Basic Phone,1,Yes,Yes,Yes
1798,50,Female,Rural,Unemployed,4G,Airtel,Prepaid,502,12,630,5.98,315,66,No,5,Yes,No,956,99225,Debit Card,Smartphone,3,No,No,No
1799,22,Female,Urban,Student,5G,Airtel,Prepaid,1941,24,1409,5.43,301,69,No,5,No,No,1445,82291,Debit Card,Smartphone,1,No,Yes,Yes
1800,35,Female,Urban,Working Professional,5G,Vodafone,Postpaid,917,24,764,28.45,172,74,No,4,Yes,Yes,1266,39336,Debit Card,Tablet,3,No,Yes,Yes
1801,35,Male,Urban,Unemployed,4G,Jio,Postpaid,633,6,1965,15.97,7,66,No,5,No,No,3961,15174,UPI,Smartphone,1,Yes,Yes,Yes
1802,33,Female,Urban,Unemployed,5G,Jio,Postpaid,588,12,2705,3.93,57,35,No,5,No,Yes,2098,58662,Debit Card,Smartphone,1,No,Yes,Yes
1803,60,Male,Rural,Working Professional,4G,Airtel,Prepaid,1136,0,1887,2.11,500,58,Yes,2,Yes,No,1125,54201,Credit Card,Smartphone,3,No,Yes,No
1804,67,Female,Rural,Housewife,4G,Airtel,Prepaid,1303,24,1632,48.4,25,9,No,3,No,Yes,1881,51042,UPI,Basic Phone,3,Yes,No,Yes
1805,43,Male,Rural,Unemployed,4G,Airtel,Prepaid,526,0,486,28.94,356,12,No,4,Yes,Yes,3143,64475,Net Banking,Basic Phone,2,Yes,Yes,Yes
1806,31,Female,Urban,Housewife,5G,Vodafone,Postpaid,1404,0,542,45.83,117,42,Yes,3,No,Yes,4862,39344,Credit Card,Basic Phone,3,No,Yes,Yes
1807,19,Male,Urban,Working Professional,5G,Airtel,Postpaid,1133,12,1444,41.23,300,61,No,5,No,No,2962,21972,UPI,Basic Phone,2,No,Yes,No
1808,60,Female,Rural,Housewife,5G,Jio,Prepaid,135,6,854,24.86,51,10,Yes,1,No,Yes,1176,30448,Credit Card,Basic Phone,1,Yes,No,Yes
1809,26,Female,Urban,Unemployed,5G,Jio,Prepaid,1777,0,893,47.79,394,14,Yes,3,Yes,Yes,4650,76718,UPI,Smartphone,1,Yes,No,Yes
1810,60,Male,Rural,Working Professional,4G,Airtel,Postpaid,512,24,2476,37.24,441,88,Yes,1,Yes,No,1650,34357,UPI,Basic Phone,1,Yes,No,Yes
1811,31,Female,Urban,Student,5G,Airtel,Prepaid,684,0,983,25.82,363,16,No,3,No,Yes,3603,98165,Credit Card,Tablet,3,Yes,Yes,Yes
1812,38,Female,Rural,Working Professional,4G,Vodafone,Prepaid,585,24,2320,12.95,119,45,No,3,Yes,Yes,4272,19183,Net Banking,Basic Phone,2,No,Yes,No
1813,66,Female,Rural,Unemployed,4G,Jio,Prepaid,144,12,1224,22.24,307,55,Yes,2,No,Yes,4910,85926,Debit Card,Tablet,3,Yes,No,No
1814,18,Female,Urban,Retired,4G,Airtel,Prepaid,852,6,1146,19.53,275,35,Yes,3,Yes,No,1611,78568,UPI,Tablet,1,Yes,Yes,No
1815,52,Female,Rural,Student,4G,Airtel,Prepaid,1352,6,2997,37.71,117,37,No,5,No,Yes,2884,73171,Net Banking,Basic Phone,3,No,No,No
1816,31,Male,Urban,Working Professional,4G,Jio,Prepaid,1721,24,2176,3.26,500,93,No,3,Yes,Yes,3164,63302,Debit Card,Basic Phone,1,No,Yes,No
1817,35,Male,Urban,Unemployed,4G,Jio,Prepaid,204,0,2497,30.78,401,67,No,5,No,No,3012,51964,Debit Card,Smartphone,3,Yes,No,No
1818,20,Male,Urban,Working Professional,5G,Airtel,Prepaid,1311,0,1197,27.5,290,91,No,5,Yes,No,445,1719,UPI,Tablet,1,Yes,No,Yes
1819,33,Male,Urban,Unemployed,4G,Vodafone,Prepaid,1096,24,1904,41.53,496,18,No,5,No,Yes,485,67373,Debit Card,Basic Phone,2,Yes,No,No
1820,45,Female,Rural,Student,4G,Jio,Prepaid,784,0,1339,25.03,258,86,No,3,No,No,4057,63210,Net Banking,Basic Phone,3,Yes,Yes,Yes
1821,67,Female,Rural,Working Professional,4G,Airtel,Postpaid,1865,24,690,35.67,271,87,No,5,Yes,Yes,2578,92397,Net Banking,Tablet,1,Yes,Yes,Yes
1822,19,Male,Urban,Student,5G,Vodafone,Prepaid,1184,12,1085,36.47,314,6,No,5,No,Yes,747,17846,Credit Card,Smartphone,3,No,Yes,Yes
1823,40,Female,Rural,Student,4G,Vodafone,Prepaid,1646,6,2649,12.93,428,77,No,3,Yes,No,4767,94179,Debit Card,Tablet,2,Yes,No,No
1824,18,Male,Urban,Working Professional,5G,Vodafone,Prepaid,666,6,487,18.48,232,65,No,4,No,No,3503,68046,UPI,Smartphone,3,Yes,No,No
1825,35,Male,Urban,Retired,4G,Jio,Postpaid,426,24,50,45.45,366,21,No,3,Yes,Yes,586,32066,Debit Card,Basic Phone,1,Yes,No,No
1826,66,Male,Rural,Working Professional,4G,Jio,Prepaid,434,0,2020,42.93,139,69,Yes,1,Yes,No,440,15217,Net Banking,Tablet,1,Yes,Yes,Yes
1827,24,Male,Urban,Working Professional,5G,Jio,Prepaid,520,12,2229,8.8,128,93,No,5,Yes,Yes,3698,88455,UPI,Smartphone,1,No,Yes,Yes
1828,40,Male,Rural,Working Professional,4G,Jio,Prepaid,1492,0,847,34.3,122,39,No,4,Yes,No,4596,50379,Debit Card,Basic Phone,3,No,Yes,No
1829,33,Male,Urban,Working Professional,5G,Jio,Postpaid,1628,12,1212,34.34,134,94,No,3,No,Yes,2662,38257,Credit Card,Smartphone,2,Yes,No,No
1830,54,Female,Rural,Working Professional,4G,Airtel,Prepaid,694,24,663,7.09,440,42,No,4,Yes,Yes,2779,42454,Credit Card,Basic Phone,3,No,No,No
1831,32,Female,Urban,Housewife,5G,Jio,Postpaid,312,0,1409,21.15,5,2,No,5,Yes,Yes,2346,42529,Credit Card,Tablet,1,No,Yes,Yes
1832,19,Female,Urban,Working Professional,5G,Airtel,Postpaid,112,6,1043,8.07,147,2,No,4,No,Yes,4380,36386,UPI,Basic Phone,2,No,Yes,No
1833,57,Male,Rural,Unemployed,4G,Vodafone,Prepaid,842,0,1183,49.63,274,8,Yes,1,No,Yes,1991,76930,Credit Card,Tablet,3,No,Yes,Yes
1834,40,Female,Rural,Student,4G,Airtel,Postpaid,1480,24,451,42.12,297,54,No,3,No,No,3306,59128,UPI,Smartphone,1,No,No,Yes
1835,51,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1906,0,2286,13.48,185,53,Yes,2,Yes,Yes,4235,74836,UPI,Smartphone,1,No,Yes,No
1836,20,Female,Urban,Working Professional,5G,Vodafone,Postpaid,1095,24,2805,25.36,11,90,Yes,2,Yes,Yes,2277,75701,Credit Card,Basic Phone,1,No,Yes,Yes
1837,48,Female,Rural,Housewife,4G,Airtel,Prepaid,1140,6,1071,49.67,326,58,No,4,No,No,3315,20960,Net Banking,Basic Phone,2,No,No,Yes
1838,32,Male,Urban,Working Professional,5G,Vodafone,Postpaid,1531,0,2325,34.01,64,58,No,5,Yes,No,3860,74386,Debit Card,Tablet,3,Yes,No,No
1839,49,Male,Rural,Student,4G,Airtel,Prepaid,307,24,2242,39.66,26,93,Yes,1,Yes,Yes,3245,67591,UPI,Smartphone,3,No,No,No
1840,34,Male,Urban,Unemployed,4G,Vodafone,Postpaid,433,24,1945,5.99,289,57,No,5,No,Yes,2197,10772,Net Banking,Tablet,2,No,Yes,Yes
1841,24,Male,Urban,Working Professional,4G,Vodafone,Postpaid,399,12,2073,15.44,382,21,Yes,2,No,Yes,3219,69269,UPI,Smartphone,3,No,No,Yes
1842,51,Male,Rural,Unemployed,4G,Airtel,Postpaid,1267,0,2920,27.91,452,39,No,5,No,Yes,2988,10376,Net Banking,Basic Phone,2,No,Yes,No
1843,27,Female,Urban,Working Professional,5G,Vodafone,Prepaid,753,24,2560,36.54,143,59,No,3,Yes,No,1748,77604,UPI,Smartphone,2,Yes,Yes,Yes
1844,22,Male,Urban,Unemployed,5G,Vodafone,Prepaid,444,0,743,29.22,115,70,No,5,Yes,No,1946,94617,UPI,Basic Phone,1,No,No,No
1845,38,Female,Rural,Unemployed,4G,Airtel,Prepaid,1597,12,125,24.81,144,68,Yes,1,Yes,Yes,3192,45573,Net Banking,Tablet,1,No,Yes,No
1846,20,Female,Urban,Unemployed,5G,Airtel,Postpaid,1680,0,330,31.02,317,69,No,3,No,No,3319,81536,Credit Card,Smartphone,2,No,Yes,Yes
1847,30,Female,Urban,Working Professional,5G,Airtel,Postpaid,238,12,2403,48.8,261,29,Yes,1,Yes,No,606,90211,Debit Card,Tablet,2,Yes,Yes,Yes
1848,54,Male,Rural,Student,4G,Airtel,Prepaid,1963,0,1585,8.7,70,40,No,5,No,Yes,1233,94048,Debit Card,Basic Phone,3,No,Yes,Yes
1849,28,Female,Urban,Working Professional,4G,Jio,Postpaid,1657,12,1906,46.67,237,97,No,3,No,Yes,2303,97866,Credit Card,Basic Phone,2,Yes,No,Yes
1850,64,Male,Rural,Working Professional,4G,Vodafone,Postpaid,419,0,2792,9.42,332,84,Yes,3,Yes,Yes,3957,14244,Credit Card,Tablet,2,Yes,Yes,No
1851,54,Female,Rural,Unemployed,4G,Jio,Prepaid,1519,24,2518,12.68,31,46,No,3,No,Yes,3656,19729,Net Banking,Tablet,2,Yes,No,No
1852,59,Male,Rural,Unemployed,4G,Vodafone,Postpaid,1099,12,1334,22.21,296,75,Yes,3,Yes,Yes,999,58319,Debit Card,Tablet,2,Yes,No,No
1853,36,Female,Rural,Student,4G,Vodafone,Postpaid,787,12,1289,8.91,324,68,Yes,3,Yes,Yes,583,11304,Debit Card,Tablet,3,Yes,No,No
1854,34,Female,Urban,Student,4G,Jio,Postpaid,1463,12,2968,36.05,371,39,No,4,Yes,Yes,1354,87486,Net Banking,Basic Phone,1,No,No,No
1855,18,Female,Urban,Housewife,5G,Vodafone,Prepaid,1669,6,2256,40.16,375,12,No,5,No,Yes,4113,59093,Debit Card,Smartphone,1,No,No,Yes
1856,69,Female,Rural,Unemployed,5G,Airtel,Prepaid,174,6,1003,40.3,117,26,Yes,3,No,No,1734,12746,Credit Card,Basic Phone,2,No,Yes,No
1857,24,Female,Urban,Unemployed,5G,Jio,Prepaid,1538,0,1467,17.4,293,38,No,5,No,Yes,3893,8371,Debit Card,Basic Phone,2,Yes,Yes,No
1858,35,Male,Urban,Student,4G,Jio,Postpaid,1042,12,1632,15.53,472,9,No,3,Yes,No,1706,50596,UPI,Smartphone,1,Yes,No,Yes
1859,35,Female,Urban,Unemployed,5G,Vodafone,Prepaid,647,12,2278,36.05,269,70,No,3,No,No,4398,22115,Debit Card,Smartphone,2,Yes,No,Yes
1860,32,Male,Urban,Student,5G,Vodafone,Postpaid,477,24,140,28.06,272,89,Yes,2,Yes,No,534,61377,UPI,Tablet,2,No,No,Yes
1861,20,Female,Urban,Student,5G,Vodafone,Postpaid,1766,24,1607,16.73,151,6,No,5,No,No,244,59827,Credit Card,Tablet,1,No,No,No
1862,63,Female,Rural,Working Professional,4G,Vodafone,Prepaid,582,0,752,39.42,422,5,No,5,Yes,Yes,1048,42589,Debit Card,Tablet,3,Yes,Yes,No
1863,66,Female,Rural,Working Professional,5G,Airtel,Postpaid,870,12,236,6.21,396,1,No,4,Yes,No,1274,77719,Debit Card,Smartphone,3,No,Yes,Yes
1864,56,Female,Rural,Working Professional,4G,Airtel,Prepaid,513,24,421,45.06,350,58,No,4,Yes,No,1156,34472,Debit Card,Tablet,2,Yes,No,No
1865,64,Male,Rural,Working Professional,4G,Jio,Prepaid,1937,12,172,25.56,370,88,No,3,Yes,No,3888,8938,Net Banking,Smartphone,2,Yes,Yes,Yes
1866,65,Male,Rural,Working Professional,4G,Airtel,Prepaid,132,6,2993,18.84,187,15,Yes,3,No,No,3086,93940,Debit Card,Tablet,3,Yes,Yes,No
1867,60,Female,Rural,Housewife,4G,Vodafone,Prepaid,836,12,1422,7.36,283,83,No,3,No,Yes,4446,3589,UPI,Smartphone,1,No,Yes,No
1868,22,Male,Urban,Student,5G,Airtel,Postpaid,1907,24,2965,34.24,191,67,No,5,Yes,No,1598,66076,Debit Card,Tablet,1,No,No,No
1869,22,Female,Urban,Unemployed,5G,Vodafone,Postpaid,1267,12,1983,34.72,222,27,No,5,Yes,No,3872,85942,Credit Card,Basic Phone,3,No,Yes,No
1870,66,Female,Rural,Working Professional,4G,Airtel,Prepaid,1836,12,2683,30.6,436,89,No,4,Yes,No,2023,32654,Net Banking,Tablet,2,No,Yes,Yes
1871,52,Female,Rural,Housewife,4G,Jio,Prepaid,1262,12,1739,4.48,99,29,No,5,No,Yes,3463,9728,Debit Card,Smartphone,1,Yes,Yes,Yes
1872,33,Female,Urban,Unemployed,5G,Airtel,Prepaid,568,24,1677,8.32,237,36,No,4,No,No,637,18368,Debit Card,Tablet,1,No,No,No
1873,21,Male,Urban,Student,5G,Jio,Prepaid,1145,24,2534,16.76,30,43,No,3,No,No,3588,89246,UPI,Tablet,2,Yes,No,Yes
1874,59,Male,Rural,Working Professional,4G,Airtel,Postpaid,1706,12,1302,21.15,392,68,No,3,Yes,Yes,3514,43796,Debit Card,Basic Phone,2,Yes,Yes,No
1875,49,Male,Rural,Unemployed,5G,Jio,Prepaid,1544,12,1105,20.59,304,64,No,5,Yes,No,778,62021,Credit Card,Basic Phone,2,No,Yes,No
1876,26,Male,Urban,Unemployed,4G,Airtel,Prepaid,1346,6,1335,27.3,85,98,No,3,Yes,Yes,2352,66899,Debit Card,Smartphone,2,Yes,Yes,Yes
1877,27,Female,Urban,Student,5G,Jio,Prepaid,1382,6,895,19.94,378,71,No,3,No,Yes,4243,80908,UPI,Basic Phone,3,Yes,No,No
1878,29,Female,Urban,Unemployed,5G,Vodafone,Prepaid,1297,6,2804,39.02,135,43,No,4,No,No,3021,83767,UPI,Basic Phone,3,No,Yes,No
1879,24,Male,Urban,Student,5G,Jio,Postpaid,808,6,934,42.01,447,78,No,5,Yes,No,2213,92973,UPI,Tablet,3,Yes,Yes,Yes
1880,20,Male,Urban,Student,5G,Airtel,Postpaid,761,12,532,21.85,368,28,No,5,Yes,No,435,68646,Debit Card,Basic Phone,1,Yes,No,No
1881,68,Male,Rural,Student,5G,Vodafone,Postpaid,727,6,1174,46.05,256,78,No,5,No,No,3793,36198,UPI,Tablet,1,Yes,No,Yes
1882,34,Female,Urban,Working Professional,4G,Vodafone,Prepaid,1341,6,1875,3.96,195,95,No,3,Yes,Yes,3015,84462,Debit Card,Smartphone,2,Yes,No,No
1883,52,Male,Rural,Student,4G,Airtel,Prepaid,495,12,2613,21.04,13,63,Yes,2,No,No,2978,72652,Debit Card,Smartphone,3,Yes,Yes,No
1884,60,Male,Rural,Unemployed,4G,Jio,Prepaid,1988,24,465,36.46,44,12,No,3,Yes,Yes,2840,59964,Debit Card,Basic Phone,2,No,Yes,No
1885,35,Male,Urban,Student,5G,Vodafone,Postpaid,722,12,78,13.17,465,80,Yes,2,Yes,Yes,4936,9401,Credit Card,Tablet,1,No,No,No
1886,26,Female,Urban,Unemployed,4G,Airtel,Postpaid,1560,0,2651,42.72,390,48,No,5,No,Yes,3157,62815,UPI,Basic Phone,1,No,Yes,No
1887,28,Male,Urban,Retired,5G,Jio,Postpaid,1641,24,1408,16.75,192,8,Yes,1,No,Yes,412,19597,Net Banking,Smartphone,3,No,No,Yes
1888,44,Male,Rural,Student,4G,Jio,Prepaid,1612,24,293,11.57,170,75,No,3,No,Yes,921,25109,Debit Card,Smartphone,3,No,No,Yes
1889,35,Male,Urban,Working Professional,5G,Vodafone,Prepaid,1106,6,1495,47.17,155,28,No,3,No,Yes,1098,47888,Credit Card,Basic Phone,1,Yes,Yes,No
1890,23,Male,Urban,Working Professional,5G,Jio,Prepaid,1325,0,1823,31.14,322,45,No,5,No,Yes,4690,16496,Debit Card,Smartphone,1,Yes,No,No
1891,43,Female,Rural,Unemployed,4G,Jio,Prepaid,897,6,2809,49.26,471,77,No,5,Yes,No,3924,57385,Net Banking,Smartphone,3,No,No,No
1892,28,Male,Urban,Working Professional,5G,Jio,Postpaid,1960,6,2451,10.2,54,25,No,5,No,Yes,741,27807,Net Banking,Tablet,2,No,Yes,No
1893,31,Male,Urban,Working Professional,5G,Jio,Prepaid,145,24,2296,6.43,327,96,Yes,1,Yes,No,4572,13690,Debit Card,Smartphone,3,No,No,Yes
1894,66,Female,Rural,Working Professional,4G,Vodafone,Prepaid,332,6,2188,2.85,268,38,Yes,2,No,Yes,3678,5768,Credit Card,Tablet,3,Yes,Yes,No
1895,24,Male,Urban,Unemployed,5G,Vodafone,Postpaid,763,0,923,25.39,111,51,No,3,Yes,Yes,228,68416,Credit Card,Basic Phone,1,Yes,Yes,No
1896,49,Female,Rural,Working Professional,4G,Jio,Prepaid,1089,24,1528,14.21,343,47,No,3,Yes,No,798,78822,Debit Card,Tablet,2,No,Yes,Yes
1897,28,Female,Urban,Working Professional,5G,Vodafone,Postpaid,356,12,1201,12.34,294,20,No,3,No,Yes,2949,77242,Credit Card,Basic Phone,1,No,No,No
1898,22,Male,Urban,Student,5G,Vodafone,Prepaid,379,0,943,17.15,39,26,No,3,No,Yes,3136,75435,Net Banking,Tablet,3,No,Yes,Yes
